,cosine,dates,format_change,sentiment_d,date_delta
INB,0.9896806245695767,"['2019-08-29', '2018-09-12']",0,0.34033651168869283,12
CNS,0.989527033219104,"['2019-03-01', '2018-02-23']",0,-0.22182141156887725,-2
CFX,0.9076372374211152,"['2019-02-21', '2018-02-16']",0,0.06734876394463422,-1
CL,0.9919530176471348,"['2019-02-21', '2018-02-21']",0,-0.031087488975809537,2
CLNY,0.992834708922859,"['2019-03-01', '2018-03-01']",0,0.008363946299349206,2
CLNC,0.9188656213643942,"['2019-03-01', '2018-03-23']",0,0.024167451737613005,18
CXP,0.9933142637351633,"['2019-02-13', '2018-02-15']",0,0.07965555677157367,4
STK,0.9406408918488285,"['2005-03-16', '2004-03-08']",0,-0.08209913545567055,-4
CCZ,0.9811448026810969,"['2019-01-31', '2018-01-31']",0,-0.06265605146865,2
CMA,0.9946063736129788,"['2019-02-12', '2018-02-15']",0,-0.04861139332921454,5
FIX,0.9908763297184994,"['2019-02-21', '2018-02-22']",0,0.06364413416406405,3
CMC,0.983060054023428,"['2018-10-25', '2017-10-26']",0,0.0034284137397604286,3
CBU,0.9962238007497866,"['2019-03-01', '2018-03-01']",0,-0.00460135131247412,2
CYH,0.9884983395082527,"['2019-02-21', '2018-02-28']",0,0.15417347227287737,7
CHCT,0.9949679263105122,"['2019-02-26', '2018-02-22']",0,0.06377800339880847,0
CODI,0.9845065937410361,"['2019-02-27', '2018-02-28']",0,0.04233458713267941,3
CMP,0.9963332920250249,"['2019-03-01', '2018-02-27']",0,-0.007967635155171859,0
CAG,0.9829628884184024,"['2019-07-19', '2018-07-20']",0,-0.0927036703365423,3
CXO,0.9909155724994754,"['2019-02-20', '2018-02-21']",0,0.11170568643019814,3
CNDT,0.9753746422670297,"['2019-02-28', '2018-03-01']",0,-0.1042035191255861,3
COP,0.9935302869072464,"['2019-02-19', '2018-02-20']",0,-0.0783861193063989,3
CCR,0.9888658930848352,"['2019-02-08', '2018-02-16']",0,0.14189604063631425,8
ED,0.9950648906007722,"['2019-02-21', '2018-02-15']",0,-0.04693809199825581,-2
STZ,0.9807493018458803,"['2019-04-23', '2018-04-23']",0,0.12227155656066975,2
CBPX,0.9926593137581567,"['2019-02-22', '2018-02-23']",0,0.0896890777850106,3
CLR,0.9891083261040823,"['2019-02-19', '2018-02-21']",0,0.54386583776255,4
CTB,0.07677776245286341,"['2019-02-19', '2018-02-20']",1,0.2958128483632074,3
CPS,0.9098880766945898,"['2019-02-25', '2018-02-21']",0,0.08371997625879579,0
CLB,0.9825702958721576,"['2019-02-11', '2018-02-12']",0,0.039397499039288394,3
CXW,0.9841853828379447,"['2019-02-25', '2018-02-22']",0,0.040926007490035915,1
CLGX,0.9906729251858664,"['2019-02-27', '2018-02-27']",0,0.02820423270727938,2
CORR,0.99184424338511,"['2019-02-28', '2018-02-28']",0,-0.029429978694543713,2
COR,0.9909738476557987,"['2019-02-08', '2018-02-09']",0,0.06598509713651567,3
GLW,0.9916577285199171,"['2019-02-12', '2018-02-15']",0,0.09694551216853298,5
OFC,0.9917944128412671,"['2019-02-21', '2018-02-16']",0,0.0054129402745356206,-1
COT,0.9769533349263001,"['2019-02-27', '2018-02-28']",0,-0.07662869311599817,3
COTY,0.09076389814810505,"['2019-08-28', '2018-08-21']",1,0.2564540668132028,-3
CUZ,0.9915751801079064,"['2019-02-06', '2018-02-07']",0,0.04754848309981748,3
CVA,0.9894288896427538,"['2019-02-19', '2018-02-26']",0,-0.024703598719625616,7
CPF,0.9217145445959857,"['2019-02-28', '2018-03-05']",0,-0.16330761621216366,5
CR,0.9362843058308135,"['2019-02-26', '2018-02-27']",0,0.0656549101535383,3
CEQP,0.993375496726842,"['2019-02-22', '2018-02-26']",0,-0.07901379702717708,4
CEQP^,0.993375496726842,"['2019-02-22', '2018-02-26']",0,-0.07901379702717708,4
CRT,0.9969264447620804,"['2019-03-12', '2018-03-12']",0,0.014266226298944225,2
CAPL,0.9820785552197271,"['2019-02-26', '2018-02-27']",0,0.23218579246483845,3
CCI,0.9837790594584868,"['2019-02-25', '2018-02-26']",0,0.5118714012662844,3
CCK,0.9949733102742225,"['2019-02-28', '2018-02-26']",0,-0.0019439384539008844,0
CRY,0.9864312379818339,"['2019-02-26', '2018-03-09']",0,0.12204570429108254,11
CSS,0.9789036080344863,"['2019-05-31', '2018-06-05']",0,-0.03781637172169239,5
CTS,0.9927181358744673,"['2019-02-22', '2018-02-23']",0,-0.02488230164957134,3
CUBE,0.9926082946434455,"['2019-02-22', '2018-02-16']",0,0.0033652535174419104,-2
CUB,0.9783658325248263,"['2018-11-15', '2017-11-20']",0,0.07074967940419978,5
CFR,0.9920512714610256,"['2019-02-06', '2018-02-07']",0,0.07965920816681218,3
CULP,0.9810252694254015,"['2019-07-12', '2018-07-13']",0,0.06529827059523986,3
CMI,1.0000000000000027,"['2019-02-11', '2018-02-14']",0,0.0,5
CW,0.9935389531899547,"['2019-02-27', '2018-02-22']",0,0.09289109769383354,-1
CVI,0.9032848058603159,"['2019-02-21', '2018-02-26']",0,6.4332552921536506,5
UAN,0.9634374519530593,"['2019-02-21', '2018-02-23']",0,-0.10232993735950982,4
CVS,0.8426679330926578,"['2019-02-28', '2018-02-14']",0,-0.011852822109162435,-8
CELP,0.9597792093983264,"['2019-03-18', '2018-03-23']",0,-0.028761118539518123,7
DHI,0.9851782781687815,"['2018-11-16', '2017-11-15']",0,-0.04867473517542196,1
DAN,0.9900917470654035,"['2019-02-15', '2018-02-14']",0,-0.0009628882869652428,1
DHR,0.9932158700233846,"['2019-02-21', '2018-02-21']",0,0.042323043608457345,2
DRI,0.09414351277078073,"['2019-07-19', '2018-07-20']",1,-0.00010418137452709503,3
DAR,0.9958151716090289,"['2019-02-27', '2018-02-27']",0,-0.17845354460886112,2
DVA,0.08465246287820427,"['2019-02-22', '2018-02-23']",1,0.5864516482739789,3
DCP,0.9939903401991532,"['2019-02-25', '2018-02-26']",0,0.030061809532909933,3
DF,0.9876209461142513,"['2019-02-28', '2018-02-26']",0,-0.05983477813632321,0
DECK,0.9826861320754627,"['2019-05-30', '2018-05-30']",0,0.5226549740416401,2
DE,0.9957006250193163,"['2018-12-17', '2017-12-18']",0,0.07717527824929464,3
DKL,0.07514754793284209,"['2019-03-01', '2018-03-01']",1,2.9181827717967073,2
DELL,0.0726428339888703,"['2019-03-29', '2018-03-29']",1,0.6188617384451494,2
DLPH,0.9862601837585768,"['2019-02-21', '2018-02-26']",0,-0.008029675521688946,5
DAL,1.0000000000000027,"['2019-02-15', '2018-02-23']",0,0.0,8
DLX,1.0000000000000027,"['2019-02-26', '2018-02-23']",0,0.0,1
DNR,0.991090871038302,"['2019-03-01', '2018-02-28']",0,0.10690713725182656,1
DBI,0.9241452543661943,"['2019-03-26', '2018-03-23']",0,0.022173141360708293,1
DVN,0.08248860846107801,"['2019-02-20', '2018-02-21']",1,0.4861942004073023,3
DHX,0.9881095472214794,"['2019-02-08', '2018-02-12']",0,-0.06571790158628722,4
DO,0.9800949367524548,"['2019-02-13', '2018-02-13']",0,0.08642117060919957,2
DRH,0.9896977988575192,"['2019-02-27', '2018-02-27']",0,-0.01325497547720584,2
DKS,0.993284331553749,"['2019-03-29', '2018-03-30']",0,-0.10650348194519939,3
DBD,0.9789784535915634,"['2019-03-01', '2018-02-28']",0,-0.05564965563054001,1
DLR,0.9964676000204737,"['2019-02-25', '2018-03-01']",0,-0.013432956897326797,6
DDS,0.989760089167876,"['2019-03-29', '2018-03-30']",0,-0.10873717504144216,3
DDT,0.989760089167876,"['2019-03-29', '2018-03-30']",0,-0.10873717504144216,3
DIN,0.9927460363946371,"['2019-02-21', '2018-02-20']",0,-0.08772232469154612,1
DPLO,0.9793504048707385,"['2019-03-18', '2018-03-01']",0,0.006541702345591553,-9
DFS,0.9967890892123917,"['2019-02-20', '2018-02-21']",0,0.043846102585204896,3
DG,0.9940086846291792,"['2019-03-22', '2018-03-23']",0,0.001113862053650684,3
D,0.9940283813913587,"['2019-02-28', '2018-02-27']",0,0.0009282420405373276,1
DPZ,0.9824772652959756,"['2019-02-21', '2018-02-20']",0,0.033867460100850504,1
UFS,0.9943580610178484,"['2019-02-22', '2018-02-23']",0,-0.06363519578423439,3
DCI,0.9830736699394976,"['2019-09-27', '2018-10-01']",0,-0.020063077140255035,4
DFIN,1.0000000000000027,"['2019-02-27', '2018-02-28']",0,0.0,3
PLOW,0.9960008422166968,"['2019-02-26', '2018-03-01']",0,0.007017210966103217,5
DEI,0.996172445873341,"['2019-02-15', '2018-02-16']",0,0.03965430886684114,3
DOV,0.08502420671103691,"['2019-02-15', '2018-02-16']",1,0.21112033207137826,3
DVD,0.9878521376909393,"['2019-03-01', '2018-02-27']",0,0.09803484657348868,0
DRQ,0.9842243496148781,"['2019-02-27', '2018-02-27']",0,-0.18308714937041148,2
DS,0.9731251914200313,"['2019-03-15', '2018-03-14']",0,0.032984107623581366,1
DTE,0.9984558442402595,"['2019-02-07', '2018-02-16']",0,0.04492150956895675,9
DTQ,0.9984558442402595,"['2019-02-07', '2018-02-16']",0,0.04492150956895675,9
DCO,0.9776137107058679,"['2019-02-28', '2018-02-28']",0,-0.020462735261240404,2
DUK,0.9886854840634883,"['2019-02-28', '2018-02-23']",0,0.05108487121839855,-1
DUKH,0.9886854840634883,"['2019-02-28', '2018-02-23']",0,0.05108487121839855,-1
DRE,0.9973014945440463,"['2019-02-22', '2018-02-16']",0,-0.07736906726643199,-2
DD,0.9162150254624343,"['2019-02-11', '2018-02-15']",0,-0.102534816402546,6
DXC,0.9816833868856212,"['2019-06-13', '2018-05-29']",0,-0.12151678322812437,-9
DY,0.9776736209411656,"['2019-03-04', '2018-03-02']",0,-0.12844228405053706,2
DX,0.08146846170341986,"['2019-02-27', '2018-03-05']",1,-0.08208745144194084,6
ELF,0.9910189802730359,"['2019-02-28', '2018-03-01']",0,-0.13005041797320963,3
EXP,0.9781855374596954,"['2019-05-23', '2018-05-23']",0,0.39268610883498756,2
ESTE,0.9895883468985368,"['2019-03-12', '2018-03-15']",0,-0.07748530153127453,5
DEA,0.9868326890248571,"['2019-02-28', '2018-03-01']",0,-0.02381862410953722,3
EGP,0.9395438304894115,"['2019-02-14', '2018-02-14']",0,-0.024713784990326188,2
EMN,0.9928836613396862,"['2019-02-27', '2018-03-01']",0,0.009884430315651631,4
KODK,0.9839629313508113,"['2019-04-01', '2018-03-15']",0,0.0380981322705753,-9
ETN,0.9902376787529811,"['2019-02-27', '2018-02-28']",0,0.0945896095318512,3
ECT,0.9762805870939782,"['2019-03-18', '2018-03-20']",0,0.02618793736616713,4
ECL,0.9915293506841859,"['2019-03-01', '2018-02-23']",0,0.029257984770765893,-2
EIX,0.9904669638790699,"['2019-02-28', '2018-02-22']",0,0.0736839549087333,-2
EW,0.9941561823254822,"['2019-02-15', '2018-02-16']",0,0.022279099306511466,3
EE,0.9937080413913689,"['2019-02-28', '2018-02-28']",0,0.3102874599761935,2
ESI,0.0963293090051891,"['2019-02-28', '2018-02-28']",1,0.2775945069674756,2
ELVT,0.993611666655437,"['2019-03-08', '2018-03-09']",0,0.051443011062328015,3
LLY,0.9865333958325545,"['2019-02-19', '2018-02-20']",0,0.007163791535833355,3
EFC,0.9886777200379218,"['2019-03-14', '2018-03-15']",0,0.16290054940379373,3
EARN,0.9937228073932626,"['2019-03-08', '2018-03-14']",0,0.0962941197865349,6
EME,0.9842787141592922,"['2019-02-21', '2018-02-22']",0,0.20446057768906192,3
EEX,0.9882406076514777,"['2019-02-19', '2018-02-22']",0,0.044306540426111624,5
EBS,0.971373926941324,"['2019-02-22', '2018-02-23']",0,0.01152076883668356,3
EMR,0.986903153149817,"['2018-11-19', '2017-11-20']",0,0.38795567484177823,3
ESRT,0.9973852704124121,"['2019-02-28', '2018-02-28']",0,-0.0051069815193163955,2
EIG,0.9931598957880777,"['2019-02-28', '2018-03-01']",0,0.13282664348623116,3
ENBL,0.9953949332095358,"['2019-02-19', '2018-02-20']",0,-0.08846335153751149,3
ENB,0.9879041086034607,"['2019-02-15', '2018-02-16']",0,0.0766794110291457,3
ECA,0.9898979682437314,"['2019-02-28', '2018-02-26']",0,0.10267780659365094,0
EHC,0.99396152328887,"['2019-02-27', '2018-02-28']",0,0.2147093346640083,3
ENR,0.9696088313141653,"['2018-11-16', '2017-11-14']",0,-0.07388253096291793,0
EPC,0.9851249546160065,"['2018-11-19', '2017-11-20']",0,-0.019003549110907278,3
ET,0.87798867910438,"['2019-02-22', '2018-02-23']",0,0.042833685817778994,3
ENS,1.0000000000000027,"['2019-05-29', '2018-05-30']",0,0.0,3
ENLC,0.9796997088169891,"['2019-02-20', '2018-02-21']",0,0.4807649986805649,3
EBF,0.9932305018781236,"['2019-05-06', '2018-05-11']",0,0.041817841462604664,7
ENVA,0.9927749323017303,"['2019-02-27', '2018-02-26']",0,-0.008958523770468074,1
ETM,0.985812119278693,"['2019-02-27', '2018-03-16']",0,0.07337991951644195,15
EAB,0.9971173802197514,"['2019-02-26', '2018-02-26']",0,0.07703346163199998,2
EAE,0.9971173802197514,"['2019-02-26', '2018-02-26']",0,0.07703346163199998,2
ETR,0.9971173802197514,"['2019-02-26', '2018-02-26']",0,0.07703346163199998,2
ELC,0.984325057686642,"['2011-04-15', '2010-04-15']",0,-0.032885092266287594,2
ELJ,0.9905469288680071,"['2006-03-10', '2005-03-11']",0,0.17449485972739012,3
ELU,0.9905469288680071,"['2006-03-10', '2005-03-11']",0,0.17449485972739012,3
ENJ,0.9971173802197514,"['2019-02-26', '2018-02-26']",0,0.07703346163199998,2
EZT,0.9971173802197514,"['2019-02-26', '2018-02-26']",0,0.07703346163199998,2
EPD,0.9928470886190411,"['2019-03-01', '2018-02-28']",0,0.19084708414149232,1
EVC,0.9710889615845901,"['2019-05-07', '2018-03-30']",0,-0.20677197828225263,-24
ENV,0.9892460393225432,"['2019-03-01', '2018-02-28']",0,-0.07530535548652988,1
EVA,0.9702994795651073,"['2019-03-04', '2018-02-22']",0,-0.03530273314603447,-4
ENZ,0.9914880120921082,"['2018-10-15', '2017-09-27']",0,-0.02069940765200545,-10
EOG,0.9969810310779198,"['2019-02-26', '2018-02-27']",0,-0.24830043509077016,3
EPAM,0.9606711548499152,"['2019-02-26', '2018-02-27']",0,-0.007226796130309094,3
EPR,0.9829641774359575,"['2019-02-28', '2018-03-01']",0,0.06083230808735566,3
EQM,0.9418450400575156,"['2019-02-14', '2018-02-15']",0,0.20727206034975826,3
EFX,0.9885892072037087,"['2019-02-21', '2018-03-01']",0,-0.020737793214691866,8
EQC,0.9914545045598414,"['2019-02-14', '2018-02-15']",0,0.018176454429231145,3
ELS,0.9887064507788199,"['2019-02-26', '2018-02-28']",0,-0.06958564223178641,4
EQR,0.996948454867719,"['2019-02-21', '2018-02-22']",0,0.08474518517833952,3
EQS,0.997939637696409,"['2019-03-29', '2018-04-17']",0,0.03768807940799511,15
ERA,0.9885812853571432,"['2019-03-08', '2018-03-09']",0,-0.042660348376996164,3
ESE,0.9907330556949713,"['2018-11-29', '2017-11-29']",0,0.08639646391294853,2
ESNT,0.9961865317070334,"['2019-02-19', '2018-02-20']",0,0.11905147434064663,3
ESS,0.9976811174588848,"['2019-02-21', '2018-02-22']",0,-0.06786900970860417,3
EL,0.9915398023056535,"['2019-08-23', '2018-08-24']",0,0.011347215132212766,3
ETH,0.9606952026200867,"['2019-08-09', '2018-08-02']",0,0.01166036447858235,-3
EVR,0.9930526660457356,"['2019-02-22', '2018-02-23']",0,-0.02383239776767615,3
RE,0.9982784509889627,"['2019-03-01', '2018-03-01']",0,0.04793237366449279,2
EVRI,0.9838402834510168,"['2019-03-12', '2018-03-16']",0,-0.08743427139836313,6
ES,0.9934270659223076,"['2019-02-26', '2018-02-26']",0,0.11592249455605065,2
EVTC,0.984584581531654,"['2019-02-26', '2018-02-28']",0,0.1498482694720766,4
EVH,0.974345843555632,"['2019-02-28', '2018-03-01']",0,0.11830737197783157,3
AQUA,0.9476145302537308,"['2018-12-11', '2017-12-04']",0,0.26738473076807445,-3
EXC,0.9922430176727906,"['2019-02-08', '2018-02-09']",0,-0.09494955521209564,3
EXPR,0.9910698398702933,"['2019-03-19', '2018-04-04']",0,0.001151662386058872,14
EXTN,0.9770325088789958,"['2019-02-27', '2018-02-28']",0,0.11403980809704105,3
EXR,0.9967164507580416,"['2019-02-26', '2018-03-01']",0,0.04329345723720031,5
XOM,0.9962099873196111,"['2019-02-27', '2018-02-28']",0,-0.1813611102900449,3
FNB,0.991893015183203,"['2019-02-26', '2018-02-28']",0,-0.027283764705249066,4
FN,0.9931378737218258,"['2019-08-20', '2018-08-22']",0,0.040638651729492006,4
FDS,0.9817754568345011,"['2018-10-30', '2017-10-30']",0,-0.027279349658401425,2
FICO,0.9892265041486183,"['2018-11-09', '2017-11-09']",0,-0.05218705067157188,2
FPI,0.44075862718849107,"['2019-03-15', '2018-03-09']",0,0.2279855317316378,-2
FBK,0.9957720659007891,"['2019-03-12', '2018-03-16']",0,-0.05830383401489964,6
FFG,0.9969024153604656,"['2019-02-27', '2018-03-01']",0,-0.03720396304360896,4
AGM,0.9968178545628908,"['2019-02-21', '2018-03-08']",0,0.0033574832072066083,13
FRT,0.994102537009322,"['2019-02-13', '2018-02-13']",0,0.03533888414124209,2
FSS,0.9953239653119192,"['2019-02-28', '2018-02-28']",0,0.012671614651939543,2
FII,0.990515175102231,"['2019-02-22', '2018-02-23']",0,-0.07303963978143038,3
FGP,0.9881549370685121,"['2018-09-27', '2017-09-28']",0,0.09503743576285034,3
FOE,0.9918215869359595,"['2019-02-27', '2018-02-28']",0,-0.014473254996076991,3
FIS,0.983483655621661,"['2019-02-21', '2018-02-22']",0,0.1587668422475323,3
FAF,0.9962013605531377,"['2019-02-20', '2018-02-16']",0,0.013991014837163213,0
FBP,0.9898795270075544,"['2019-03-01', '2018-03-16']",0,-0.010054502603996629,13
FCF,0.9951976847238162,"['2019-03-01', '2018-03-01']",0,-0.005553270633600086,2
FDC,0.9862172370279835,"['2019-02-27', '2018-02-21']",0,0.23909919485034983,-2
FHN,0.9762708967079372,"['2019-02-28', '2018-02-28']",0,-0.0009482178271766094,2
FR,0.9918266663740136,"['2019-02-20', '2018-02-26']",0,-0.008974891754845192,6
FIT,0.9915412877619124,"['2019-03-01', '2018-03-01']",0,-0.042654025889595944,2
FPH,1.0000000000000027,"['2019-03-14', '2018-03-30']",0,0.0,14
FBC,0.9920799550385714,"['2019-02-28', '2018-03-12']",0,-0.12766991718742418,10
FLT,0.9875186571521438,"['2019-03-01', '2018-03-01']",0,-0.1029307265519843,2
FND,0.9917964130197088,"['2019-02-25', '2018-03-05']",0,-0.08711329950615418,8
FTK,0.07447818325387473,"['2019-03-08', '2018-03-08']",1,0.23022632980056293,2
FLO,0.9935722486902163,"['2019-02-20', '2018-02-21']",0,0.035654022703430946,3
FLR,0.993022617028081,"['2019-02-21', '2018-02-20']",0,-0.07190800548309591,1
FMC,0.9873089612021865,"['2019-02-28', '2018-02-28']",0,-0.02892005562397924,2
FL,0.9874899353950984,"['2019-04-02', '2018-03-29']",0,0.05335013621213781,0
F,0.36269333792122,"['2019-02-21', '2018-03-28']",0,0.16679940599020374,27
FELP,0.9929828739641471,"['2019-02-27', '2018-03-07']",0,-0.05901495704073962,8
FTV,0.09334324333206272,"['2019-02-28', '2018-02-28']",1,0.23011287141850106,2
FTAI,0.06252709918401297,"['2019-02-28', '2018-03-01']",1,0.4393769369404967,3
FBHS,0.9901762914691058,"['2019-02-25', '2018-02-28']",0,0.03265955464601239,5
FET,0.985645858809064,"['2019-02-28', '2018-02-27']",0,0.12103711068180104,1
FBM,0.9503958884491658,"['2019-02-27', '2018-02-27']",0,0.009490352092848235,2
FCPT,0.9914708832438018,"['2019-02-20', '2018-02-27']",0,-0.06533818806735592,7
FC,0.9914847236860129,"['2018-11-14', '2017-11-14']",0,0.03876811047256711,2
FSB,0.9851270179097624,"['2019-03-19', '2018-03-16']",0,-0.01094968508244318,1
BEN,0.9834086255314543,"['2018-11-09', '2017-11-13']",0,-0.0627863369681671,4
FI,0.9871714463093436,"['2019-02-25', '2018-02-27']",0,0.06033874703996768,4
FCX,0.9922609636002958,"['2019-02-15', '2018-02-20']",0,0.1429235538715568,5
FDP,0.9919813844030038,"['2019-02-19', '2018-02-20']",0,0.057326118661860444,3
RESI,0.9819958203784754,"['2019-02-27', '2018-03-01']",0,-0.00017424216659901292,4
FCN,0.9876189147387557,"['2019-02-27', '2018-02-22']",0,0.16060013894502542,-1
FTSI,0.9360250408118354,"['2019-02-28', '2018-03-09']",0,0.06903504462192893,9
FF,0.9947384664031891,"['2019-03-15', '2018-03-16']",0,0.14352107663005553,3
GCAP,0.9911538225571169,"['2019-03-11', '2018-03-14']",0,0.06674260097429177,5
GBL,0.9947760561041517,"['2019-03-11', '2018-03-09']",0,-0.028341591481607753,2
GME,0.973413434968294,"['2019-04-02', '2018-04-02']",0,0.22901873978376944,2
GPS,0.9864131697541151,"['2019-03-19', '2018-03-20']",0,0.06451476793008315,3
GDI,0.9589438187294999,"['2019-02-27', '2018-02-16']",0,0.1348944838260715,-5
IT,0.9816487278999324,"['2019-02-22', '2018-02-22']",0,-0.05322425774034704,2
GTES,0.8746913524343161,"['2019-02-14', '2018-03-15']",0,0.21864332761089286,23
GATX,0.994927255255492,"['2019-02-25', '2018-02-21']",0,-0.0358593614683706,0
GNK,0.9838649535484796,"['2019-03-05', '2018-02-28']",0,-0.03939934823433681,-1
GNRC,0.9912439005898662,"['2019-02-26', '2018-02-26']",0,-0.022285625560478563,2
GD,0.9586746262114573,"['2019-02-13', '2018-02-12']",0,0.1610232389704772,1
GE,0.9877321563930938,"['2019-02-26', '2018-02-23']",0,-0.0914812027097666,1
GIS,0.9899324963658857,"['2019-06-28', '2018-06-29']",0,0.17006019659068988,3
GM,0.9829138543325465,"['2019-02-06', '2018-02-06']",0,-0.08284109605451297,2
GCO,0.9830994031372019,"['2019-04-03', '2018-04-04']",0,0.11714400719736472,3
GWR,0.995513360252831,"['2019-02-26', '2018-02-28']",0,-0.10009742307894792,4
GEL,0.9943604275356965,"['2019-02-28', '2018-02-26']",0,0.5068760410644259,0
GEN           ,0.9849113644026809,"['2019-03-18', '2018-03-16']",0,0.12128616560749324,2
GNE,0.9572753262482697,"['2019-03-19', '2018-03-16']",0,-0.02962445421056821,1
G,0.9914007689389475,"['2019-03-01', '2018-03-01']",0,-0.009732965255896328,2
GEO,0.9924467517345437,"['2019-02-25', '2018-02-26']",0,0.013837602943872821,3
GTY,0.9913128857212444,"['2019-02-27', '2018-03-01']",0,-0.052931871129321455,4
GLT,0.9727645986329,"['2019-02-25', '2018-02-26']",0,-0.08262969041350446,3
GKOS,0.9867764200454522,"['2019-02-28', '2018-02-28']",0,0.012740750501144845,2
BRSS,0.9934517693994319,"['2019-02-28', '2018-03-01']",0,0.026015400238981776,3
GMRE,0.9908718775761132,"['2019-03-11', '2018-03-12']",0,0.012121846286258278,3
GNL,0.9879002908304194,"['2019-02-28', '2018-02-28']",0,-0.05627980617884894,2
GLP,0.9841506827773697,"['2019-03-08', '2018-03-09']",0,-0.1956623269706845,3
GPN,0.9911027235641914,"['2019-02-21', '2018-02-23']",0,-0.02489515002759508,4
GMED,0.988204562582684,"['2019-02-21', '2018-02-22']",0,0.0466827065827086,3
GMS,0.9895790065873963,"['2019-06-27', '2018-06-28']",0,0.05582940445109838,3
GNC,0.9840125971926784,"['2019-03-13', '2018-03-01']",0,-0.034797007226545905,-6
GDDY,0.992736430348345,"['2019-02-22', '2018-02-27']",0,0.045594865458249645,5
GS,0.9957783650129342,"['2019-02-26', '2018-02-26']",0,-0.03688825986713294,2
GMZ,0.9957783650129342,"['2019-02-26', '2018-02-26']",0,-0.03688825986713294,2
GRC,0.9894906994545367,"['2019-03-04', '2018-02-23']",0,0.03279145710819048,-3
GHM,0.9831829961856504,"['2019-05-31', '2018-06-04']",0,0.05413194994539229,4
GHC,0.9589821533585575,"['2019-02-25', '2018-02-23']",0,0.10049119474093769,2
GVA,0.9632646124564876,"['2019-02-22', '2018-02-16']",0,-0.15593710592710097,-2
GPK,0.9910779161559476,"['2019-02-13', '2018-02-23']",0,0.10932164653309652,10
GTN,0.9837176719447516,"['2019-02-28', '2018-02-27']",0,0.10503286871105483,1
AJX,0.9948952738710302,"['2019-03-06', '2018-03-08']",0,0.04731097328781723,4
GWB,0.9939488073284405,"['2018-11-27', '2017-11-28']",0,-0.014053409595648167,3
GDOT,0.9849285188163734,"['2019-02-27', '2018-02-27']",0,-0.09256276484971512,2
GBX,0.9917101052649395,"['2018-10-26', '2017-10-27']",0,0.029315136366695936,3
GEF,0.9952206717252706,"['2018-12-20', '2017-12-20']",0,0.06420383609900021,2
GFF,0.986834175248954,"['2018-11-19', '2017-11-20']",0,0.2055083326882076,3
GPI,0.9958537931429224,"['2019-02-19', '2018-02-20']",0,0.02078018526426486,3
GRUB,0.9943300778916702,"['2019-02-28', '2018-02-28']",0,-0.08387602993731474,2
GTT,0.9859194962716771,"['2019-03-01', '2018-03-01']",0,0.14465420005264246,2
GES,0.9923604191583244,"['2019-03-29', '2018-03-29']",0,0.03647206033644073,2
HRB,0.9913210867146581,"['2019-06-14', '2018-06-15']",0,0.0013663974603689035,3
FUL,0.9905658893250631,"['2019-01-28', '2018-01-31']",0,-0.08909796075804553,5
HAE,0.9619591268808997,"['2019-05-22', '2018-05-23']",0,0.06837916452176948,3
HAL,0.10471040937554234,"['2019-02-13', '2018-02-09']",1,0.36785727293069187,0
HBB,0.9797501359736757,"['2019-03-06', '2018-03-07']",0,-0.040474738617394035,3
HBI,0.9895987066954005,"['2019-02-11', '2018-02-09']",0,0.04927631550826067,2
HOG,0.9951099871663841,"['2019-02-28', '2018-02-21']",0,0.010214634007642666,-3
HSC,0.08129034272993936,"['2019-02-21', '2018-02-22']",1,0.4958755790016613,3
HGH,0.07458812529222632,"['2019-02-22', '2018-02-23']",1,0.0720002623959165,3
HIG,0.07458812529222632,"['2019-02-22', '2018-02-23']",1,0.0720002623959165,3
HVT,0.9903065852545212,"['2019-03-04', '2018-03-02']",0,-0.12540798874680623,2
HE,0.9955515553535805,"['2019-02-28', '2018-03-01']",0,-0.055168840947542895,3
HCHC,0.3529580643387526,"['2019-03-12', '2018-04-02']",0,4.927284862998704,17
HCA,0.9861097033094165,"['2019-02-21', '2018-02-23']",0,0.4986412042424464,4
HCI,0.996436294827378,"['2019-03-08', '2018-03-07']",0,-0.06236614052819556,1
HCP,0.991532418015367,"['2019-02-14', '2018-02-13']",0,-0.06662644611723904,1
HR,0.06658308168053483,"['2019-02-13', '2018-02-14']",1,0.6299533462007525,3
HTA,0.987025706126742,"['2019-02-19', '2018-02-20']",0,-0.1215335649070251,3
HL,0.9877002237869973,"['2019-02-22', '2018-02-15']",0,-0.15675057557636288,-3
HEI,0.080887034394786,"['2018-12-20', '2017-12-21']",1,0.25146553232113145,3
HLX,0.9884709376370799,"['2019-02-22', '2018-02-23']",0,0.023379357284313826,3
HP,0.8703393232003389,"['2018-11-16', '2017-11-22']",0,0.1819952038818601,6
HLF,0.987344031160413,"['2019-02-19', '2018-02-22']",0,0.021489774021866626,5
HRI,0.9858729640793451,"['2019-02-28', '2018-02-28']",0,-0.08890078216147118,2
HRTG,0.9721791022270507,"['2019-03-12', '2018-03-15']",0,-0.03982615849394415,5
HT,0.9944661546903547,"['2019-02-27', '2018-02-23']",0,-0.061796996446393075,0
HSY,0.09257122480043115,"['2019-02-22', '2018-02-27']",1,0.15563989189322025,5
HTZ,0.9933334664695911,"['2019-02-25', '2018-02-27']",0,0.08495091054618577,4
HTZ~,0.9933334664695911,"['2019-02-25', '2018-02-27']",0,0.08495091054618577,4
