,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
BBY,https://www.sec.gov//Archives/edgar/data/764478/000076447819000009/bby-2019x10k.htm,https://www.sec.gov//Archives/edgar/data/764478/000076447818000013/bby-2018x10k.htm,https://www.sec.gov//Archives/edgar/data/764478/000076447817000008/bby-2017x10k.htm,https://www.sec.gov//Archives/edgar/data/764478/000076447816000064/bby-2016x10k.htm,https://www.sec.gov//Archives/edgar/data/764478/000076447815000014/bby-2015x10k.htm,https://www.sec.gov//Archives/edgar/data/764478/000076447814000011/bby-2014x10k.htm,https://www.sec.gov//Archives/edgar/data/764478/000076447813000014/bby-2013x10kt.htm,https://www.sec.gov//Archives/edgar/data/764478/000076447812000035/bby-201210k.htm,https://www.sec.gov//Archives/edgar/data/764478/000104746911004045/a2203505z10-k.htm,https://www.sec.gov//Archives/edgar/data/764478/000104746910004349/a2197223z10-k.htm,,,,,,,,
BIIB,https://www.sec.gov//Archives/edgar/data/875045/000087504519000006/biib-20181231x10k.htm,https://www.sec.gov//Archives/edgar/data/875045/000087504518000005/biib-20171231x10k.htm,https://www.sec.gov//Archives/edgar/data/875045/000087504517000009/biib-20161231x10k.htm,https://www.sec.gov//Archives/edgar/data/875045/000087504516000042/biib-20151231x10k.htm,https://www.sec.gov//Archives/edgar/data/875045/000087504515000005/biib-20141231x10k.htm,https://www.sec.gov//Archives/edgar/data/875045/000087504514000004/biib-20131231x10k.htm,https://www.sec.gov//Archives/edgar/data/875045/000087504513000006/biib-20121231x10k.htm,https://www.sec.gov//Archives/edgar/data/875045/000119312512039072/d272629d10k.htm,https://www.sec.gov//Archives/edgar/data/875045/000095012311009300/b83162e10vk.htm,https://www.sec.gov//Archives/edgar/data/875045/000095012310010528/b77985e10vk.htm,,,,,,,,
BLK,https://www.sec.gov//Archives/edgar/data/1364742/000156459019005479/blk-10k_20181231.htm,https://www.sec.gov//Archives/edgar/data/1364742/000156459018003744/blk-10k_20171231.htm,https://www.sec.gov//Archives/edgar/data/1364742/000156459017002816/blk-10k_20161231.htm,https://www.sec.gov//Archives/edgar/data/1364742/000156459016013511/blk-10k_20151231.htm,https://www.sec.gov//Archives/edgar/data/1364742/000119312515069955/d822114d10k.htm,https://www.sec.gov//Archives/edgar/data/1364742/000119312514076587/d641151d10k.htm,https://www.sec.gov//Archives/edgar/data/1364742/000119312513084957/d439552d10k.htm,https://www.sec.gov//Archives/edgar/data/1364742/000119312512085869/d270105d10k.htm,https://www.sec.gov//Archives/edgar/data/1364742/000119312511050218/d10k.htm,https://www.sec.gov//Archives/edgar/data/1364742/000119312510052764/d10k.htm,,,,,,,,
HRB,https://www.sec.gov//Archives/edgar/data/12659/000157484219000022/hrb2019043010k.htm,https://www.sec.gov//Archives/edgar/data/12659/000157484218000019/hrb2018043010k.htm,https://www.sec.gov//Archives/edgar/data/12659/000157484217000019/hrb2017043010k.htm,https://www.sec.gov//Archives/edgar/data/12659/000157484216000042/hrb2016043010k.htm,https://www.sec.gov//Archives/edgar/data/12659/000157484215000011/hrb2015043010k.htm,https://www.sec.gov//Archives/edgar/data/12659/000157484214000031/hrb201443010k.htm,https://www.sec.gov//Archives/edgar/data/12659/000157484213000010/hrb201343010k.htm,https://www.sec.gov//Archives/edgar/data/12659/000119312512283991/d347306d10k.htm,https://www.sec.gov//Archives/edgar/data/12659/000095012311061237/c64703e10vk.htm,https://www.sec.gov//Archives/edgar/data/12659/000095012310061837/c58738e10vk.htm,,,,,,,,
BA,https://www.sec.gov//ix?doc=/Archives/edgar/data/12927/000001292719000010/a201812dec3110k.htm,https://www.sec.gov//Archives/edgar/data/12927/000001292718000007/a201712dec3110k.htm,https://www.sec.gov//Archives/edgar/data/12927/000001292717000006/a201612dec3110k.htm,https://www.sec.gov//Archives/edgar/data/12927/000001292716000099/a201512dec3110k.htm,https://www.sec.gov//Archives/edgar/data/12927/000001292715000011/a201412dec3110k.htm,https://www.sec.gov//Archives/edgar/data/12927/000001292714000004/a201312dec3110k.htm,https://www.sec.gov//Archives/edgar/data/12927/000001292713000014/a201212dec3110k.htm,https://www.sec.gov//Archives/edgar/data/12927/000119312512048565/d255574d10k.htm,https://www.sec.gov//Archives/edgar/data/12927/000119312511028490/d10k.htm,https://www.sec.gov//Archives/edgar/data/12927/000119312510024406/d10k.htm,,,,,,,,
BKNG,https://www.sec.gov//Archives/edgar/data/1075531/000107553119000009/bkng1231201810k.htm,https://www.sec.gov//Archives/edgar/data/1075531/000107553118000015/pcln-20171231_10k.htm,https://www.sec.gov//Archives/edgar/data/1075531/000107553117000009/pcln-20161231_10k.htm,https://www.sec.gov//Archives/edgar/data/1075531/000107553116000084/pcln-20151231_10k.htm,https://www.sec.gov//Archives/edgar/data/1075531/000107553115000007/pcln-20141231_10k.htm,https://www.sec.gov//Archives/edgar/data/1075531/000107553114000007/pcln-20131231_10k.htm,https://www.sec.gov//Archives/edgar/data/1075531/000107553113000014/pcln-20121231_10ka.htm,https://www.sec.gov//Archives/edgar/data/1075531/000107553113000011/pcln-20121231_10k.htm,https://www.sec.gov//Archives/edgar/data/1075531/000107553112000005/pcln-20111231_10k.htm,https://www.sec.gov//Archives/edgar/data/1075531/000110465911010302/a11-2103_110k.htm,,,,,,,,
BWA,https://www.sec.gov//Archives/edgar/data/908255/000090825519000014/a2018123110k.htm,https://www.sec.gov//Archives/edgar/data/908255/000090825518000056/a10ka12312017.htm,https://www.sec.gov//Archives/edgar/data/908255/000090825518000017/a10k12312017.htm,https://www.sec.gov//Archives/edgar/data/908255/000090825517000011/a10k12312016.htm,https://www.sec.gov//Archives/edgar/data/908255/000090825516000077/a10k12312015.htm,https://www.sec.gov//Archives/edgar/data/908255/000090825515000012/a10k12312014.htm,https://www.sec.gov//Archives/edgar/data/908255/000090825514000012/a10k12312013.htm,https://www.sec.gov//Archives/edgar/data/908255/000090825513000006/a10k12312012.htm,https://www.sec.gov//Archives/edgar/data/908255/000090825512000008/a10k12312011.htm,https://www.sec.gov//Archives/edgar/data/908255/000095012311011507/c61332e10vk.htm,https://www.sec.gov//Archives/edgar/data/908255/000095012310011337/c54822e10vk.htm,,,,,,,
BXP,https://www.sec.gov//Archives/edgar/data/1037540/000165642319000006/bxpandbplp201810-k.htm,https://www.sec.gov//Archives/edgar/data/1037540/000165642318000004/bxpandbplp201710-k.htm,https://www.sec.gov//Archives/edgar/data/1037540/000165642317000003/bxpandbplp201610-k.htm,https://www.sec.gov//Archives/edgar/data/1037540/000165642316000013/bxpandbplp201510-k.htm,https://www.sec.gov//Archives/edgar/data/1037540/000119312515073115/d846762d10k.htm,https://www.sec.gov//Archives/edgar/data/1037540/000119312514077846/d636175d10k.htm,https://www.sec.gov//Archives/edgar/data/1037540/000119312513084781/d440480d10k.htm,https://www.sec.gov//Archives/edgar/data/1037540/000119312512085764/d277704d10k.htm,https://www.sec.gov//Archives/edgar/data/1037540/000119312511047496/d10k.htm,https://www.sec.gov//Archives/edgar/data/1037540/000119312510040826/d10k.htm,,,,,,,,
BSX,https://www.sec.gov//Archives/edgar/data/885725/000088572519000011/a2018form10-k.htm,https://www.sec.gov//Archives/edgar/data/885725/000088572518000010/a2017form10-k.htm,https://www.sec.gov//Archives/edgar/data/885725/000088572517000006/a2016form10-k.htm,https://www.sec.gov//Archives/edgar/data/885725/000088572516000028/a2015form10-k.htm,https://www.sec.gov//Archives/edgar/data/885725/000088572515000006/a2014form10-k.htm,https://www.sec.gov//Archives/edgar/data/885725/000088572514000005/a2013form10-k.htm,https://www.sec.gov//Archives/edgar/data/885725/000088572513000007/a2012form10k.htm,https://www.sec.gov//Archives/edgar/data/885725/000088572512000006/a2011form10k.htm,https://www.sec.gov//Archives/edgar/data/885725/000095012311015112/b83548e10vk.htm,https://www.sec.gov//Archives/edgar/data/885725/000095012310017254/b78158e10vk.htm,,,,,,,,
BHF,https://www.sec.gov//Archives/edgar/data/1685040/000168504019000009/brighthouse-12312018x10k.htm,https://www.sec.gov//Archives/edgar/data/1685040/000116760918000005/brighthouse-12312017x10k.htm,,,,,,,,,,,,,,,,
BMY,https://www.sec.gov//Archives/edgar/data/14272/000001427219000047/bmy-20181231x10xk.htm,https://www.sec.gov//Archives/edgar/data/14272/000001427218000055/bmy-20171231x10xk.htm,https://www.sec.gov//Archives/edgar/data/14272/000001427217000047/bmy-20161231x10xk.htm,https://www.sec.gov//Archives/edgar/data/14272/000001427216000288/bmy-20151231x10xk.htm,https://www.sec.gov//Archives/edgar/data/14272/000001427215000055/bmy-20141231x10xk.htm,https://www.sec.gov//Archives/edgar/data/14272/000001427214000054/bmy-20131231x10xk.htm,https://www.sec.gov//Archives/edgar/data/14272/000119312513061678/d450621d10k.htm,https://www.sec.gov//Archives/edgar/data/14272/000119312512066416/d302058d10k.htm,https://www.sec.gov//Archives/edgar/data/14272/000119312511040120/d10k.htm,https://www.sec.gov//Archives/edgar/data/14272/000119312510035167/d10k.htm,,,,,,,,
CHRW,https://www.sec.gov//Archives/edgar/data/1043277/000104327719000006/chrw10-k2018.htm,https://www.sec.gov//Archives/edgar/data/1043277/000104327718000007/chrw-10k2017.htm,https://www.sec.gov//Archives/edgar/data/1043277/000104327717000004/chrw-10k2016.htm,https://www.sec.gov//Archives/edgar/data/1043277/000104327716000020/chrw-10k2015.htm,https://www.sec.gov//Archives/edgar/data/1043277/000162828015001350/chrw-10k2014.htm,https://www.sec.gov//Archives/edgar/data/1043277/000104327714000004/chrw-10k2013.htm,https://www.sec.gov//Archives/edgar/data/1043277/000104327713000004/chrw-10k2012.htm,https://www.sec.gov//Archives/edgar/data/1043277/000119312512088389/d270024d10k.htm,https://www.sec.gov//Archives/edgar/data/1043277/000119312511051458/d10k.htm,https://www.sec.gov//Archives/edgar/data/1043277/000119312510044679/d10k.htm,,,,,,,,
CA,https://www.sec.gov//Archives/edgar/data/356028/000035602818000064/ca-20180331x10k.htm,https://www.sec.gov//Archives/edgar/data/356028/000035602817000047/ca-20170331x10k.htm,https://www.sec.gov//Archives/edgar/data/356028/000035602816000254/ca-20160331x10k.htm,https://www.sec.gov//Archives/edgar/data/356028/000035602815000076/ca-20150331x10k.htm,https://www.sec.gov//Archives/edgar/data/356028/000035602814000075/ca-20140331x10k.htm,https://www.sec.gov//Archives/edgar/data/356028/000035602813000065/ca-20130331x10k.htm,https://www.sec.gov//Archives/edgar/data/356028/000119312512228559/d304418d10k.htm,https://www.sec.gov//Archives/edgar/data/356028/000095012311050920/y89470e10vk.htm,https://www.sec.gov//Archives/edgar/data/356028/000095012310049691/y83785e10vk.htm,,,,,,,,,
COG,https://www.sec.gov//Archives/edgar/data/858470/000085847019000008/cog-12312018x10k.htm,https://www.sec.gov//Archives/edgar/data/858470/000085847018000009/cog-12312017x10ka.htm,https://www.sec.gov//Archives/edgar/data/858470/000085847018000006/cog-12312017x10k.htm,https://www.sec.gov//Archives/edgar/data/858470/000085847017000007/cog-12312016x10k.htm,https://www.sec.gov//Archives/edgar/data/858470/000085847016000036/cog-12312015x10k.htm,https://www.sec.gov//Archives/edgar/data/858470/000162828015001120/cog-12312014x10k.htm,https://www.sec.gov//Archives/edgar/data/858470/000104746914001538/a2218428z10-k.htm,https://www.sec.gov//Archives/edgar/data/858470/000104746913001948/a2212957z10-k.htm,https://www.sec.gov//Archives/edgar/data/858470/000104746912001751/a2207418z10-k.htm,https://www.sec.gov//Archives/edgar/data/858470/000119312511049690/d10k.htm,https://www.sec.gov//Archives/edgar/data/858470/000119312510042257/d10k.htm,,,,,,,
CDNS,https://www.sec.gov//Archives/edgar/data/813672/000081367219000008/cdns1229201810-k.htm,https://www.sec.gov//Archives/edgar/data/813672/000081367218000008/cdns1230201710-k.htm,https://www.sec.gov//Archives/edgar/data/813672/000081367217000006/cdns1231201610-k.htm,https://www.sec.gov//Archives/edgar/data/813672/000081367216000040/cdns0102201610-k.htm,https://www.sec.gov//Archives/edgar/data/813672/000081367215000008/cdns0103201510-k.htm,https://www.sec.gov//Archives/edgar/data/813672/000081367214000008/cdns1228201310-k.htm,https://www.sec.gov//Archives/edgar/data/813672/000081367213000007/cdns1229201210-k.htm,https://www.sec.gov//Archives/edgar/data/813672/000119312512076117/d254788d10k.htm,https://www.sec.gov//Archives/edgar/data/813672/000095012311017955/f57089e10vk.htm,,,,,,,,,
CPB,https://www.sec.gov//Archives/edgar/data/16732/000001673218000062/cpb-7292018x10xk.htm,https://www.sec.gov//Archives/edgar/data/16732/000001673217000058/cpb-7302017x10xk.htm,https://www.sec.gov//Archives/edgar/data/16732/000001673216000146/cpb-7312016x10xk.htm,https://www.sec.gov//Archives/edgar/data/16732/000001673215000034/cpb-822015x10k.htm,https://www.sec.gov//Archives/edgar/data/16732/000001673214000023/cpb-832014x10k.htm,https://www.sec.gov//Archives/edgar/data/16732/000001673213000023/cpb-7282013x10k.htm,https://www.sec.gov//Archives/edgar/data/16732/000001673212000024/cpb-07292012x10k.htm,https://www.sec.gov//Archives/edgar/data/16732/000095012311087197/w83891e10vk.htm,https://www.sec.gov//Archives/edgar/data/16732/000095012310090083/w79425e10vk.htm,,,,,,,,,
COF,https://www.sec.gov//ix?doc=/Archives/edgar/data/927628/000092762819000093/cof-12312018x10k.htm,https://www.sec.gov//Archives/edgar/data/927628/000092762818000107/cof-12312017x10k.htm,https://www.sec.gov//Archives/edgar/data/927628/000092762817000115/cof-12312016x10k.htm,https://www.sec.gov//Archives/edgar/data/927628/000092762816000140/cof-12312015x10k.htm,https://www.sec.gov//Archives/edgar/data/927628/000092762815000026/cof-12312014x10k.htm,https://www.sec.gov//Archives/edgar/data/927628/000119312514073467/d637300d10k.htm,https://www.sec.gov//Archives/edgar/data/927628/000119312513084249/d447949d10k.htm,https://www.sec.gov//Archives/edgar/data/927628/000119312512086138/d258810d10k.htm,https://www.sec.gov//Archives/edgar/data/927628/000114036111014724/form10ka.htm,https://www.sec.gov//Archives/edgar/data/927628/000119312510043152/d10k.htm,,,,,,,,
CAH,https://www.sec.gov//Archives/edgar/data/721371/000072137118000077/a18q4_10kx063018xform10-k.htm,https://www.sec.gov//Archives/edgar/data/721371/000072137117000083/a17q4_10kx63017xform10-k.htm,https://www.sec.gov//Archives/edgar/data/721371/000072137116000277/a16q4_10kx63016xform10-k.htm,https://www.sec.gov//Archives/edgar/data/721371/000072137115000107/a15q4_10kx63015xform10-k.htm,https://www.sec.gov//Archives/edgar/data/721371/000072137114000181/a14q4_10kx063014xform10-k.htm,https://www.sec.gov//Archives/edgar/data/721371/000072137113000154/a13q4_10kx063013xform10-k.htm,https://www.sec.gov//Archives/edgar/data/721371/000072137112000069/cah-20120630x10k.htm,https://www.sec.gov//Archives/edgar/data/721371/000119312511233322/d10k.htm,https://www.sec.gov//Archives/edgar/data/721371/000119312510203886/d10ka.htm,,,,,,,,,
KMX,https://www.sec.gov//Archives/edgar/data/1170010/000117001019000040/kmx0228201910-k.htm,https://www.sec.gov//Archives/edgar/data/1170010/000117001018000054/kmx0228201810-k.htm,https://www.sec.gov//Archives/edgar/data/1170010/000117001017000053/kmx0228201710-k.htm,https://www.sec.gov//Archives/edgar/data/1170010/000117001016000117/kmx0229201610-k.htm,https://www.sec.gov//Archives/edgar/data/1170010/000117001015000008/kmx-20150228x10k.htm,https://www.sec.gov//Archives/edgar/data/1170010/000117001014000020/kmx-20140228x10ka.htm,https://www.sec.gov//Archives/edgar/data/1170010/000117001014000017/kmx-20140228x10k.htm,https://www.sec.gov//Archives/edgar/data/1170010/000117001013000010/kmx-20130228x10k.htm,https://www.sec.gov//Archives/edgar/data/1170010/000119312512182512/d293873d10k.htm,https://www.sec.gov//Archives/edgar/data/1170010/000117001011000026/tenk.htm,,,,,,,,
CCL,https://www.sec.gov//Archives/edgar/data/815097/000081509719000004/a2018form10-kfrontpart.htm,https://www.sec.gov//Archives/edgar/data/815097/000081509718000005/a2017form10-kfrontpart.htm,https://www.sec.gov//Archives/edgar/data/815097/000081509717000001/a2016form10-kfrontpart.htm,https://www.sec.gov//Archives/edgar/data/815097/000081509716000030/a2015form10-kfrontpart.htm,https://www.sec.gov//Archives/edgar/data/815097/000081509715000007/a2014form10-kfrontpart.htm,https://www.sec.gov//Archives/edgar/data/815097/000119312514025514/d645418d10k.htm,https://www.sec.gov//Archives/edgar/data/815097/000119312513027239/d387954d10k.htm,https://www.sec.gov//Archives/edgar/data/815097/000119312512028375/d254914d10k.htm,https://www.sec.gov//Archives/edgar/data/815097/000119312511018320/d10k.htm,https://www.sec.gov//Archives/edgar/data/815097/000119312510016470/d10k.htm,,,,,,,,
CAT,https://www.sec.gov//Archives/edgar/data/18230/000001823019000034/cat_10-kx12312018.htm,https://www.sec.gov//Archives/edgar/data/18230/000001823018000042/cat_10-kx12312017.htm,https://www.sec.gov//Archives/edgar/data/18230/000001823017000041/cat_10-kx12312016.htm,https://www.sec.gov//Archives/edgar/data/18230/000001823016000410/cat_10-kx12312015.htm,https://www.sec.gov//Archives/edgar/data/18230/000001823015000061/cat_10-kx12312014.htm,https://www.sec.gov//Archives/edgar/data/18230/000001823014000058/cat_10-kx12312013.htm,https://www.sec.gov//Archives/edgar/data/18230/000001823013000075/cat_10-kx12312012.htm,https://www.sec.gov//Archives/edgar/data/18230/000110465912011331/a12-2184_110k.htm,https://www.sec.gov//Archives/edgar/data/18230/000110465911008938/a10-18643_110k.htm,https://www.sec.gov//Archives/edgar/data/18230/000001823010000092/form10k_2009.htm,https://www.sec.gov//Archives/edgar/data/18230/000001823001500053/eip4.htm,https://www.sec.gov//Archives/edgar/data/18230/000001823001500050/eip4.htm,https://www.sec.gov//Archives/edgar/data/18230/000095013100003906/0000950131-00-003906-0002.htm,https://www.sec.gov//Archives/edgar/data/18230/000095013100003843/0000950131-00-003843-0002.htm,https://www.sec.gov//Archives/edgar/data/18230/000095013100003682/0000950131-00-003682-0002.htm,,,
CBOE,https://www.sec.gov//Archives/edgar/data/1374310/000155837019000884/cboe-20181231x10k.htm,https://www.sec.gov//Archives/edgar/data/1374310/000155837018000953/cboe-20171231x10k.htm,https://www.sec.gov//Archives/edgar/data/1374310/000137431017000006/cboe-1231201610k.htm,https://www.sec.gov//Archives/edgar/data/1374310/000137431016000038/cboe-1231201510k.htm,https://www.sec.gov//Archives/edgar/data/1374310/000137431015000005/cboe-1231201410k.htm,https://www.sec.gov//Archives/edgar/data/1374310/000137431014000008/cboe-1231201310k.htm,https://www.sec.gov//Archives/edgar/data/1374310/000137431013000025/cboe-12312012x10k1.htm,https://www.sec.gov//Archives/edgar/data/1374310/000137431013000008/cboe-12312012x10k.htm,https://www.sec.gov//Archives/edgar/data/1374310/000144530512000485/cboe-12312011x10k.htm,,,,,,,,,
CBRE,https://www.sec.gov//Archives/edgar/data/1138118/000156459019005666/cbg-10k_20181231.htm,https://www.sec.gov//Archives/edgar/data/1138118/000156459018003991/cbg-10k_20171231.htm,https://www.sec.gov//Archives/edgar/data/1138118/000119312517064772/d291832d10k.htm,https://www.sec.gov//Archives/edgar/data/1138118/000119312516484680/d215062d10k.htm,https://www.sec.gov//Archives/edgar/data/1138118/000119312515073030/d837146d10k.htm,https://www.sec.gov//Archives/edgar/data/1138118/000119312514080228/d641129d10k.htm,https://www.sec.gov//Archives/edgar/data/1138118/000119312513087299/d448420d10k.htm,https://www.sec.gov//Archives/edgar/data/1138118/000119312512089257/d266559d10k.htm,https://www.sec.gov//Archives/edgar/data/1138118/000119312511051618/d10k.htm,,,,,,,,,
CBS,https://www.sec.gov//ix?doc=/Archives/edgar/data/813828/000081382819000006/cbs_10k-123118.htm,https://www.sec.gov//Archives/edgar/data/813828/000081382818000018/cbs_10k-123117.htm,https://www.sec.gov//Archives/edgar/data/813828/000081382817000005/cbs_10k-123116.htm,https://www.sec.gov//Archives/edgar/data/813828/000081382816000065/cbs_10k-123115.htm,https://www.sec.gov//Archives/edgar/data/813828/000081382815000009/cbs_10k-123114.htm,https://www.sec.gov//Archives/edgar/data/813828/000104746914000934/a2218239z10-k.htm,https://www.sec.gov//Archives/edgar/data/813828/000104746913001192/a2212776z10-k.htm,https://www.sec.gov//Archives/edgar/data/813828/000104746912001373/a2207377z10-k.htm,https://www.sec.gov//Archives/edgar/data/813828/000104746911001419/a2202111z10-k.htm,https://www.sec.gov//Archives/edgar/data/813828/000104746910001402/a2196637z10-k.htm,,,,,,,,
CELG,https://www.sec.gov//Archives/edgar/data/816284/000081628419000014/a2018123110-k.htm,https://www.sec.gov//Archives/edgar/data/816284/000081628418000005/a2017123110k.htm,https://www.sec.gov//Archives/edgar/data/816284/000081628417000003/a2016123110k.htm,https://www.sec.gov//Archives/edgar/data/816284/000162828016011012/a2015123110k.htm,https://www.sec.gov//Archives/edgar/data/816284/000162828015000889/a2014123110k.htm,https://www.sec.gov//Archives/edgar/data/816284/000144530514000438/a2013123110k.htm,https://www.sec.gov//Archives/edgar/data/816284/000104746913001186/a2212863z10-k.htm,https://www.sec.gov//Archives/edgar/data/816284/000104746912001293/a2207399z10-k.htm,https://www.sec.gov//Archives/edgar/data/816284/000095012311020640/y89208e10vk.htm,https://www.sec.gov//Archives/edgar/data/816284/000095012310014092/c96467e10vk.htm,,,,,,,,
CNC,https://www.sec.gov//Archives/edgar/data/1071739/000107173919000032/form10-k.htm,https://www.sec.gov//Archives/edgar/data/1071739/000107173918000030/form10-k.htm,https://www.sec.gov//Archives/edgar/data/1071739/000107173917000018/form10-k.htm,https://www.sec.gov//Archives/edgar/data/1071739/000107173916000192/form10k.htm,https://www.sec.gov//Archives/edgar/data/1071739/000107173915000034/form10k.htm,https://www.sec.gov//Archives/edgar/data/1071739/000107173914000033/form10k.htm,https://www.sec.gov//Archives/edgar/data/1071739/000107173913000024/cnc1231201210k.htm,https://www.sec.gov//Archives/edgar/data/1071739/000107173912000006/form10k.htm,https://www.sec.gov//Archives/edgar/data/1071739/000107173911000012/form10k.htm,,,,,,,,,
CNP,https://www.sec.gov//Archives/edgar/data/48732/000113031019000016/cnp_10kx12312018.htm,https://www.sec.gov//Archives/edgar/data/1130310/000113031018000003/cnp_10kx12312017.htm,https://www.sec.gov//Archives/edgar/data/1130310/000113031017000006/cnp_10kx12312016.htm,https://www.sec.gov//Archives/edgar/data/1130310/000113031016000031/cnp_10kx12312015.htm,https://www.sec.gov//Archives/edgar/data/1130310/000113031015000008/cnp_10kx12312014.htm,https://www.sec.gov//Archives/edgar/data/1130310/000113031014000005/cnp_10kx12312013.htm,https://www.sec.gov//Archives/edgar/data/1130310/000113031013000006/cnp_10kx12312012.htm,https://www.sec.gov//Archives/edgar/data/1130310/000113031012000011/cnp_10kx12312011.htm,https://www.sec.gov//Archives/edgar/data/1130310/000113031011000020/form10-ka.htm,https://www.sec.gov//Archives/edgar/data/1130310/000113031010000006/form10-k.htm,,,,,,,,
CTL,https://www.sec.gov//Archives/edgar/data/18926/000001892619000006/ctl2018123110k.htm,https://www.sec.gov//Archives/edgar/data/18926/000001892618000012/ctl2017123110k.htm,https://www.sec.gov//Archives/edgar/data/18926/000001892617000013/ctl2016123110k.htm,https://www.sec.gov//Archives/edgar/data/18926/000001892616000047/ctl-2015123110k.htm,https://www.sec.gov//Archives/edgar/data/18926/000001892615000008/ctl-2014123110k.htm,https://www.sec.gov//Archives/edgar/data/18926/000144530514000656/ctl-2013123110k.htm,https://www.sec.gov//Archives/edgar/data/18926/000104746913002037/a2213129z10-k.htm,https://www.sec.gov//Archives/edgar/data/18926/000104746912001666/a2207599z10-k.htm,https://www.sec.gov//Archives/edgar/data/18926/000001892611000008/file201010ka.htm,,,,,,,,,
CERN,https://www.sec.gov//Archives/edgar/data/804753/000080475319000009/a201810-k.htm,https://www.sec.gov//Archives/edgar/data/804753/000080475318000006/a201710-k.htm,https://www.sec.gov//Archives/edgar/data/804753/000080475317000004/a201610-k.htm,https://www.sec.gov//Archives/edgar/data/804753/000080475316000061/a201510-k.htm,https://www.sec.gov//Archives/edgar/data/804753/000080475315000009/a201410-k.htm,https://www.sec.gov//Archives/edgar/data/804753/000080475314000006/a201310-k.htm,https://www.sec.gov//Archives/edgar/data/804753/000080475313000004/a201210-k.htm,https://www.sec.gov//Archives/edgar/data/804753/000119312512063585/d267045d10k.htm,https://www.sec.gov//Archives/edgar/data/804753/000095012311014774/c62126e10vk.htm,,,,,,,,,
CF,https://www.sec.gov//Archives/edgar/data/1324404/000132440419000006/cf-12312018x10k.htm,https://www.sec.gov//Archives/edgar/data/1324404/000132440418000006/cf-12312017x10k.htm,https://www.sec.gov//Archives/edgar/data/1324404/000132440417000007/cf-12312016x10k.htm,https://www.sec.gov//Archives/edgar/data/1324404/000132440416000019/cf-12312015x10k.htm,https://www.sec.gov//Archives/edgar/data/1324404/000162828015001077/cf-12312014x10k.htm,https://www.sec.gov//Archives/edgar/data/1324404/000104746914001484/a2218347z10-k.htm,https://www.sec.gov//Archives/edgar/data/1324404/000104746913001819/a2212938z10-k.htm,https://www.sec.gov//Archives/edgar/data/1324404/000104746912001620/a2207426z10-k.htm,https://www.sec.gov//Archives/edgar/data/1324404/000104746911001417/a2202123z10-k.htm,https://www.sec.gov//Archives/edgar/data/1324404/000104746910001364/a2196589z10-k.htm,,,,,,,,
SCHW,https://www.sec.gov//Archives/edgar/data/316709/000031670919000008/schw-12312018x10k.htm,https://www.sec.gov//Archives/edgar/data/316709/000031670918000009/schw-12312017x10k.htm,https://www.sec.gov//Archives/edgar/data/316709/000031670917000010/schw-20161231x10k.htm,https://www.sec.gov//Archives/edgar/data/316709/000031670916000067/schw-20151231x10k.htm,https://www.sec.gov//Archives/edgar/data/316709/000031670915000014/schw-20141231x10k.htm,https://www.sec.gov//Archives/edgar/data/316709/000031670914000005/schw-20131231x10k.htm,https://www.sec.gov//Archives/edgar/data/316709/000119312513071646/d455860d10k.htm,https://www.sec.gov//Archives/edgar/data/316709/000119312512077926/d264447d10k.htm,https://www.sec.gov//Archives/edgar/data/316709/000119312511046932/d10k.htm,https://www.sec.gov//Archives/edgar/data/316709/000119312510040444/d10k.htm,,,,,,,,
CHTR,https://www.sec.gov//Archives/edgar/data/1091667/000109166719000029/chtr12312018-10k.htm,https://www.sec.gov//Archives/edgar/data/1091667/000109166718000025/chtr12312017-10k.htm,https://www.sec.gov//Archives/edgar/data/1091667/000109166717000030/chtr123116-10k.htm,https://www.sec.gov//Archives/edgar/data/1091667/000109166716000396/chtr123115-10k.htm,https://www.sec.gov//Archives/edgar/data/1091667/000109166715000049/chtr123114-10k.htm,https://www.sec.gov//Archives/edgar/data/1091667/000109166714000080/chtr123113-10k.htm,https://www.sec.gov//Archives/edgar/data/1091667/000109166713000020/chtr123112-10k.htm,https://www.sec.gov//Archives/edgar/data/1091667/000109166712000026/chtr12312011-10k.htm,,,,,,,,,,
CVX,https://www.sec.gov//Archives/edgar/data/93410/000009341019000008/cvx12312018-10kdoc.htm,https://www.sec.gov//Archives/edgar/data/93410/000009341018000010/cvx12312017-10kdoc.htm,https://www.sec.gov//Archives/edgar/data/93410/000009341017000013/cvx-123116x10kdoc.htm,https://www.sec.gov//Archives/edgar/data/93410/000009341016000049/cvx-123115x10kdoc.htm,https://www.sec.gov//Archives/edgar/data/93410/000009341015000010/cvx-123114x10kdoc.htm,https://www.sec.gov//Archives/edgar/data/93410/000009341014000011/cvx-123113x10kdoc.htm,https://www.sec.gov//Archives/edgar/data/93410/000009341013000003/cvx-123112x10kdoc.htm,https://www.sec.gov//Archives/edgar/data/93410/000095012312002976/f60351e10vk.htm,https://www.sec.gov//Archives/edgar/data/93410/000095012311017688/f56670e10vk.htm,https://www.sec.gov//Archives/edgar/data/93410/000095012310016846/f54086e10vk.htm,,,,,,,,
