,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
LMT,https://www.sec.gov//Archives/edgar/data/936468/000093646819000009/lmtq4201810k.htm,https://www.sec.gov//Archives/edgar/data/936468/000093646818000013/lmtq4201710ka.htm,https://www.sec.gov//Archives/edgar/data/936468/000093646818000009/lmtq4201710k.htm,https://www.sec.gov//Archives/edgar/data/936468/000119312517036192/d290249d10k.htm,https://www.sec.gov//Archives/edgar/data/936468/000119312516476010/d62685d10k.htm,https://www.sec.gov//Archives/edgar/data/936468/000119312515038681/d808572d10k.htm,https://www.sec.gov//Archives/edgar/data/936468/000119312514055034/d621068d10k.htm,https://www.sec.gov//Archives/edgar/data/936468/000119312513082873/d428940d10k.htm,https://www.sec.gov//Archives/edgar/data/936468/000119312512074929/d221578d10k.htm,https://www.sec.gov//Archives/edgar/data/936468/000119312511045739/d10k.htm,https://www.sec.gov//Archives/edgar/data/936468/000119312510040520/d10k.htm,,,,,,,
L,https://www.sec.gov//Archives/edgar/data/60086/000119312519037854/d685868d10k.htm,https://www.sec.gov//Archives/edgar/data/60086/000119312518046681/d522464d10k.htm,https://www.sec.gov//Archives/edgar/data/60086/000119312517046521/d284597d10k.htm,https://www.sec.gov//Archives/edgar/data/60086/000119312516470141/d90277d10k.htm,https://www.sec.gov//Archives/edgar/data/60086/000119312515058679/d841155d10k.htm,https://www.sec.gov//Archives/edgar/data/60086/000119312514064964/d620046d10k.htm,https://www.sec.gov//Archives/edgar/data/60086/000119312513070611/d464015d10k.htm,https://www.sec.gov//Archives/edgar/data/60086/000119312512072891/d257213d10k.htm,https://www.sec.gov//Archives/edgar/data/60086/000119312511043352/d10k.htm,https://www.sec.gov//Archives/edgar/data/60086/000119312510038679/d10k.htm,,,,,,,,
LOW,https://www.sec.gov//Archives/edgar/data/60667/000006066719000042/form10k_02012019.htm,https://www.sec.gov//Archives/edgar/data/60667/000006066718000051/form10k_02022018.htm,https://www.sec.gov//Archives/edgar/data/60667/000006066717000076/lowesform10k.htm,https://www.sec.gov//Archives/edgar/data/60667/000006066716000276/lowesform10k.htm,https://www.sec.gov//Archives/edgar/data/60667/000006066715000057/lowesform10k.htm,https://www.sec.gov//Archives/edgar/data/60667/000006066714000054/lowesform10k.htm,https://www.sec.gov//Archives/edgar/data/60667/000006066713000045/lowesform10k.htm,https://www.sec.gov//Archives/edgar/data/60667/000006066712000112/lowesform10ka02032012.htm,https://www.sec.gov//Archives/edgar/data/60667/000006066712000096/lowesform10k02032012.htm,https://www.sec.gov//Archives/edgar/data/60667/000006066711000061/lowesform10k01282011.htm,https://www.sec.gov//Archives/edgar/data/60667/000006066710000064/lowesform10ka01292010.htm,,,,,,,
LYB,https://www.sec.gov//Archives/edgar/data/1489393/000148939319000011/a2018q410k.htm,https://www.sec.gov//Archives/edgar/data/1489393/000119312518054181/d533271d10k.htm,https://www.sec.gov//Archives/edgar/data/1489393/000119312517047661/d341907d10k.htm,https://www.sec.gov//Archives/edgar/data/1489393/000119312516465311/d131519d10k.htm,https://www.sec.gov//Archives/edgar/data/1489393/000095012315003039/d860940d10k.htm,https://www.sec.gov//Archives/edgar/data/1489393/000119312514060399/d664462d10k.htm,https://www.sec.gov//Archives/edgar/data/1489393/000119312513051488/d464702d10k.htm,https://www.sec.gov//Archives/edgar/data/1489393/000119312512088192/d300123d10k.htm,,,,,,,,,,
MTB,https://www.sec.gov//Archives/edgar/data/36270/000156459019003467/mtb-10k_20181231.htm,https://www.sec.gov//Archives/edgar/data/36270/000156459018002855/mtb-10k_20171231.htm,https://www.sec.gov//Archives/edgar/data/36270/000156459017002016/mtb-10k_20161231.htm,https://www.sec.gov//Archives/edgar/data/36270/000119312516469957/d60049d10k.htm,https://www.sec.gov//Archives/edgar/data/36270/000119312515056342/d837418d10k.htm,https://www.sec.gov//Archives/edgar/data/36270/000119312514062812/d631624d10k.htm,https://www.sec.gov//Archives/edgar/data/36270/000119312513071824/d440871d10k.htm,https://www.sec.gov//Archives/edgar/data/36270/000119312512075161/d262829d10k.htm,https://www.sec.gov//Archives/edgar/data/36270/000095012311016289/l40880e10vk.htm,https://www.sec.gov//Archives/edgar/data/36270/000095012310014582/l38289e10vk.htm,,,,,,,,
MAC,https://www.sec.gov//Archives/edgar/data/912242/000091224219000004/mac-2018x1231x10k.htm,https://www.sec.gov//Archives/edgar/data/912242/000091224218000004/mac-2017x1231x10k.htm,https://www.sec.gov//Archives/edgar/data/912242/000091224217000003/mac-2016x1231x10k.htm,https://www.sec.gov//Archives/edgar/data/912242/000091224216000020/mac-2015x1231x10k.htm,https://www.sec.gov//Archives/edgar/data/912242/000091224215000005/mac-2014x1231x10k.htm,https://www.sec.gov//Archives/edgar/data/912242/000091224214000003/mac-2013x1231x10k.htm,https://www.sec.gov//Archives/edgar/data/912242/000104746913001491/a2212822z10-k.htm,https://www.sec.gov//Archives/edgar/data/912242/000104746912001454/a2207040z10-k.htm,https://www.sec.gov//Archives/edgar/data/912242/000104746911001377/a2201763z10-k.htm,,,,,,,,,
M,https://www.sec.gov//Archives/edgar/data/794367/000079436719000038/m-0202201910xk.htm,https://www.sec.gov//Archives/edgar/data/794367/000079436718000036/m-0203201810k.htm,https://www.sec.gov//Archives/edgar/data/794367/000079436717000041/m-0128201710k.htm,https://www.sec.gov//Archives/edgar/data/794367/000079436716000221/m-0130201610k.htm,https://www.sec.gov//Archives/edgar/data/794367/000079436715000073/m-0131201510k.htm,https://www.sec.gov//Archives/edgar/data/794367/000079436714000071/m-02012014x10k.htm,https://www.sec.gov//Archives/edgar/data/794367/000079436713000092/m-02022013x10k.htm,https://www.sec.gov//Archives/edgar/data/794367/000079436712000096/m-01282012x10k.htm,https://www.sec.gov//Archives/edgar/data/794367/000119312511082813/d10k.htm,https://www.sec.gov//Archives/edgar/data/794367/000119312510072854/d10k.htm,,,,,,,,
MRO,https://www.sec.gov//Archives/edgar/data/101778/000010177819000022/mro-20181231x10kq42018.htm,https://www.sec.gov//Archives/edgar/data/101778/000010177818000026/mro-20171231x10kq42017.htm,https://www.sec.gov//Archives/edgar/data/101778/000010177817000046/mro-20161231x10k.htm,https://www.sec.gov//Archives/edgar/data/101778/000010177816000047/mro-20151231x10k.htm,https://www.sec.gov//Archives/edgar/data/101778/000010177815000007/mro-20141231x10k.htm,https://www.sec.gov//Archives/edgar/data/101778/000010177814000014/mro-20131231x10k.htm,https://www.sec.gov//Archives/edgar/data/101778/000010177813000006/mro-20121231x10k.htm,https://www.sec.gov//Archives/edgar/data/101778/000119312512088742/d270787d10k.htm,https://www.sec.gov//Archives/edgar/data/101778/000119312511047891/d10k.htm,https://www.sec.gov//Archives/edgar/data/101778/000119312510042898/d10k.htm,,,,,,,,
MPC,https://www.sec.gov//Archives/edgar/data/1510295/000151029519000014/mpc-20181231x10k.htm,https://www.sec.gov//Archives/edgar/data/1510295/000151029518000024/mpc-20171231x10k.htm,https://www.sec.gov//Archives/edgar/data/1510295/000151029517000017/mpc-20161231x10k.htm,https://www.sec.gov//Archives/edgar/data/1510295/000151029516000078/mpc-20151231x10k.htm,https://www.sec.gov//Archives/edgar/data/1510295/000151029515000007/mpc-20141231x10k.htm,https://www.sec.gov//Archives/edgar/data/1510295/000151029514000004/mpc-20131231x10k.htm,https://www.sec.gov//Archives/edgar/data/1510295/000119312513084698/d445389d10k.htm,https://www.sec.gov//Archives/edgar/data/1510295/000119312512088690/d260652d10k.htm,,,,,,,,,,
MAR,https://www.sec.gov//Archives/edgar/data/1048286/000162828019002337/mar-q42018x10k.htm,https://www.sec.gov//Archives/edgar/data/1048286/000162828018001756/mar-q42017x10k.htm,https://www.sec.gov//Archives/edgar/data/1048286/000162828017001506/mar-q42016x10k.htm,https://www.sec.gov//Archives/edgar/data/1048286/000162828016011346/mar-q42015x10k.htm,https://www.sec.gov//Archives/edgar/data/1048286/000162828015000842/mar-q42014x10k.htm,https://www.sec.gov//Archives/edgar/data/1048286/000144530514000495/mar-q42013x10k.htm,https://www.sec.gov//Archives/edgar/data/1048286/000144530513000255/mar-q42012x10k.htm,https://www.sec.gov//Archives/edgar/data/1048286/000144530512000342/mar-q42011x10k.htm,https://www.sec.gov//Archives/edgar/data/1048286/000119312511039869/d10k.htm,https://www.sec.gov//Archives/edgar/data/1048286/000119312510030603/d10k.htm,,,,,,,,
MMC,https://www.sec.gov//Archives/edgar/data/62709/000006270919000010/mmc1231201810k.htm,https://www.sec.gov//Archives/edgar/data/62709/000006270918000007/mmc1231201710k.htm,https://www.sec.gov//Archives/edgar/data/62709/000006270917000008/mmc1231201610k.htm,https://www.sec.gov//Archives/edgar/data/62709/000006270916000040/mmc1231201510k.htm,https://www.sec.gov//Archives/edgar/data/62709/000006270915000005/mmc-1231201410k.htm,https://www.sec.gov//Archives/edgar/data/62709/000006270914000008/mmc-1231201310k.htm,https://www.sec.gov//Archives/edgar/data/62709/000006270913000004/mmc-1231201210k.htm,https://www.sec.gov//Archives/edgar/data/62709/000006270912000016/mmc-1231201110k.htm,https://www.sec.gov//Archives/edgar/data/62709/000119312511047795/d10k.htm,https://www.sec.gov//Archives/edgar/data/62709/000119312510042765/d10k.htm,,,,,,,,
MLM,https://www.sec.gov//Archives/edgar/data/916076/000119312519049961/d640896d10k.htm,https://www.sec.gov//Archives/edgar/data/916076/000119312518055887/d529448d10k.htm,https://www.sec.gov//Archives/edgar/data/916076/000119312517056282/d344578d10k.htm,https://www.sec.gov//Archives/edgar/data/916076/000119312516473754/d147147d10k.htm,https://www.sec.gov//Archives/edgar/data/916076/000119312515060008/d877241d10k.htm,https://www.sec.gov//Archives/edgar/data/916076/000119312514064999/d654417d10k.htm,https://www.sec.gov//Archives/edgar/data/916076/000119312513070711/d460152d10k.htm,https://www.sec.gov//Archives/edgar/data/916076/000119312512088047/d265076d10k.htm,https://www.sec.gov//Archives/edgar/data/916076/000095012311018849/g25580e10vk.htm,,,,,,,,,
MAS,https://www.sec.gov//Archives/edgar/data/62996/000006299619000011/mas_20181231x10k.htm,https://www.sec.gov//Archives/edgar/data/62996/000006299618000015/mas_20171231x10k.htm,https://www.sec.gov//Archives/edgar/data/62996/000006299617000008/mas_20161231x10k.htm,https://www.sec.gov//Archives/edgar/data/62996/000104746916010135/a2227221z10-k.htm,https://www.sec.gov//Archives/edgar/data/62996/000104746915000803/a2222936z10-k.htm,https://www.sec.gov//Archives/edgar/data/62996/000104746914000923/a2218121z10-k.htm,https://www.sec.gov//Archives/edgar/data/62996/000119312513062852/d456978d10k.htm,https://www.sec.gov//Archives/edgar/data/62996/000119312512070524/d276684d10k.htm,https://www.sec.gov//Archives/edgar/data/62996/000095012311015716/k49882e10vk.htm,https://www.sec.gov//Archives/edgar/data/62996/000095012310013437/k48823e10vk.htm,,,,,,,,
MA,https://www.sec.gov//Archives/edgar/data/1141391/000114139119000013/ma12312018-10xk.htm,https://www.sec.gov//Archives/edgar/data/1141391/000114139118000009/ma12312017-10xk.htm,https://www.sec.gov//Archives/edgar/data/1141391/000114139117000014/ma12312016-10xk.htm,https://www.sec.gov//Archives/edgar/data/1141391/000114139116000085/ma12312015-10xk.htm,https://www.sec.gov//Archives/edgar/data/1141391/000114139115000011/ma12312014-10xk.htm,https://www.sec.gov//Archives/edgar/data/1141391/000114139114000003/ma12312013-10xk.htm,https://www.sec.gov//Archives/edgar/data/1141391/000114139113000003/ma12312012-10xk.htm,https://www.sec.gov//Archives/edgar/data/1141391/000114139112000003/ma12312011-10xk.htm,https://www.sec.gov//Archives/edgar/data/1141391/000119312511044721/d10k.htm,https://www.sec.gov//Archives/edgar/data/1141391/000119312510034065/d10k.htm,,,,,,,,
MAT,https://www.sec.gov//Archives/edgar/data/63276/000162828019001744/mat1231201810-k.htm,https://www.sec.gov//Archives/edgar/data/63276/000162828018002322/mat1231201710-k.htm,https://www.sec.gov//Archives/edgar/data/63276/000162828017001638/mat1231201610-k.htm,https://www.sec.gov//Archives/edgar/data/63276/000162828016011701/mat1231201510-k.htm,https://www.sec.gov//Archives/edgar/data/63276/000119312515062193/d813832d10k.htm,https://www.sec.gov//Archives/edgar/data/63276/000119312514069306/d620872d10k.htm,https://www.sec.gov//Archives/edgar/data/63276/000119312513076313/d416679d10k.htm,https://www.sec.gov//Archives/edgar/data/63276/000119312512074927/d226731d10k.htm,https://www.sec.gov//Archives/edgar/data/63276/000119312511045072/d10k.htm,https://www.sec.gov//Archives/edgar/data/63276/000119312510038642/d10k.htm,,,,,,,,
MKC,https://www.sec.gov//Archives/edgar/data/63754/000006375419000017/mkc-11302018x10kxq42018.htm,https://www.sec.gov//Archives/edgar/data/63754/000006375418000008/mkc-11302017x10kxq42017.htm,https://www.sec.gov//Archives/edgar/data/63754/000006375417000014/mkc-11302016x10kxq42016.htm,https://www.sec.gov//Archives/edgar/data/63754/000006375416000063/mkc-11302015x10kxq42015.htm,https://www.sec.gov//Archives/edgar/data/63754/000006375415000013/mkc-11302014x10kxq42014.htm,https://www.sec.gov//Archives/edgar/data/63754/000006375414000008/mkc-11302013x10k.htm,https://www.sec.gov//Archives/edgar/data/63754/000006375413000002/mkc-11302012x10k.htm,https://www.sec.gov//Archives/edgar/data/63754/000119312512026335/d226592d10k.htm,https://www.sec.gov//Archives/edgar/data/63754/000119312511014958/d10k.htm,,,,,,,,,
MCD,https://www.sec.gov//ix?doc=/Archives/edgar/data/63908/000006390819000010/mcd-12312018x10k.htm,https://www.sec.gov//ix?doc=/Archives/edgar/data/63908/000006390818000010/mcd-12312017x10k.htm,https://www.sec.gov//Archives/edgar/data/63908/000006390817000017/mcd-12312016x10k.htm,https://www.sec.gov//Archives/edgar/data/63908/000006390816000103/mcd-12312015x10k.htm,https://www.sec.gov//Archives/edgar/data/63908/000006390815000016/mcd-12312014x10k.htm,https://www.sec.gov//Archives/edgar/data/63908/000006390814000019/mcd-12312013x10k.htm,https://www.sec.gov//Archives/edgar/data/63908/000006390813000010/mcd-12312012x10k.htm,https://www.sec.gov//Archives/edgar/data/63908/000119312512077317/d260574d10k.htm,https://www.sec.gov//Archives/edgar/data/63908/000119312511046701/d10k.htm,https://www.sec.gov//Archives/edgar/data/63908/000119312510042025/d10k.htm,,,,,,,,
MCK,https://www.sec.gov//Archives/edgar/data/927653/000092765319000009/mck_10kx3312019.htm,https://www.sec.gov//Archives/edgar/data/927653/000092765318000010/mck_10kx3312018.htm,https://www.sec.gov//Archives/edgar/data/927653/000092765317000007/mck_10kx3312017.htm,https://www.sec.gov//Archives/edgar/data/927653/000092765316000020/mck_10kx3312016.htm,https://www.sec.gov//Archives/edgar/data/927653/000162828015004098/mck_10kx3312015.htm,https://www.sec.gov//Archives/edgar/data/927653/000144530514002132/mck_10kx3312014.htm,https://www.sec.gov//Archives/edgar/data/927653/000156178713000010/mck_10kx3312013.htm,https://www.sec.gov//Archives/edgar/data/927653/000119312512204736/d318930d10k.htm,https://www.sec.gov//Archives/edgar/data/927653/000095012311045634/f56549e10vk.htm,https://www.sec.gov//Archives/edgar/data/927653/000095012310043581/f54765e10vk.htm,,,,,,,,
MDT,https://www.sec.gov//ix?doc=/Archives/edgar/data/1613103/000161310319000028/mdt-2019426x10k.htm,https://www.sec.gov//Archives/edgar/data/1613103/000161310318000024/mdt-2018427x10k.htm,https://www.sec.gov//Archives/edgar/data/1613103/000161310317000018/mdt-2017428x10k.htm,https://www.sec.gov//Archives/edgar/data/1613103/000161310316000093/mdt-2016429x10k.htm,https://www.sec.gov//Archives/edgar/data/1613103/000161310315000028/mdt-2015424x10k.htm,,,,,,,,,,,,,
MRK,https://www.sec.gov//Archives/edgar/data/310158/000031015819000014/mrk1231201810k.htm,https://www.sec.gov//Archives/edgar/data/310158/000031015818000005/mrk1231201710k.htm,https://www.sec.gov//Archives/edgar/data/310158/000031015817000010/mrk1231201610k.htm,https://www.sec.gov//Archives/edgar/data/310158/000031015816000063/mrk1231201510k.htm,https://www.sec.gov//Archives/edgar/data/310158/000031015815000005/mrk1231201410k.htm,https://www.sec.gov//Archives/edgar/data/310158/000031015814000009/mrk1231201310k.htm,https://www.sec.gov//Archives/edgar/data/310158/000119312513084618/d438975d10k.htm,https://www.sec.gov//Archives/edgar/data/310158/000119312512084319/d274705d10k.htm,https://www.sec.gov//Archives/edgar/data/310158/000095012311019286/y87773e10vk.htm,https://www.sec.gov//Archives/edgar/data/310158/000095012310018679/y81622e10vk.htm,,,,,,,,
MET,https://www.sec.gov//Archives/edgar/data/1099219/000109921919000008/met-20181231x10k.htm,https://www.sec.gov//Archives/edgar/data/1099219/000093783418000005/met-20171231x10k.htm,https://www.sec.gov//Archives/edgar/data/1099219/000093783417000003/met-12312016x10k.htm,https://www.sec.gov//Archives/edgar/data/1099219/000093783416000077/met-12312015x10k.htm,https://www.sec.gov//Archives/edgar/data/1099219/000093783415000009/met-12312014x10k.htm,https://www.sec.gov//Archives/edgar/data/1099219/000093783414000011/met-12312013x10k.htm,https://www.sec.gov//Archives/edgar/data/1099219/000119312513077792/d450627d10k.htm,https://www.sec.gov//Archives/edgar/data/1099219/000119312512085720/d302570d10k.htm,https://www.sec.gov//Archives/edgar/data/1099219/000095012311018077/y87657e10vk.htm,https://www.sec.gov//Archives/edgar/data/1099219/000095012310018284/y81517e10vk.htm,,,,,,,,
MTD,https://www.sec.gov//Archives/edgar/data/1037646/000103764619000010/mtd_10kx12312018.htm,https://www.sec.gov//Archives/edgar/data/1037646/000103764618000006/mtd10k12312017.htm,https://www.sec.gov//Archives/edgar/data/1037646/000103764617000004/mtd_10kx12312016.htm,https://www.sec.gov//Archives/edgar/data/1037646/000103764616000043/mtd_10kx12312015.htm,https://www.sec.gov//Archives/edgar/data/1037646/000103764615000008/mtd_10kx12312014.htm,https://www.sec.gov//Archives/edgar/data/1037646/000103764614000005/mtd_10kx12312013.htm,https://www.sec.gov//Archives/edgar/data/1037646/000103764613000005/mtd_10kx12312012.htm,https://www.sec.gov//Archives/edgar/data/1037646/000103764612000011/mtd_10kx12312011.htm,https://www.sec.gov//Archives/edgar/data/1037646/000095012311014519/l41517e10vk.htm,,,,,,,,,
MGM,https://www.sec.gov//Archives/edgar/data/789570/000156459019004807/mgm-10k_20181231.htm,https://www.sec.gov//Archives/edgar/data/789570/000156459018003942/mgm-10k_20171231.htm,https://www.sec.gov//Archives/edgar/data/789570/000156459017003007/mgm-10k_20161231.htm,https://www.sec.gov//Archives/edgar/data/789570/000156459016013639/mgm-10k_20151231.htm,https://www.sec.gov//Archives/edgar/data/789570/000156459015001180/mgm-10k_20141231.htm,https://www.sec.gov//Archives/edgar/data/789570/000119312514078072/d656757d10k.htm,https://www.sec.gov//Archives/edgar/data/789570/000104746913001980/a2212780z10-k.htm,https://www.sec.gov//Archives/edgar/data/789570/000104746912001824/a2207412z10-k.htm,https://www.sec.gov//Archives/edgar/data/789570/000095012311019786/p18354e10vk.htm,,,,,,,,,
MCHP,https://www.sec.gov//ix?doc=/Archives/edgar/data/827054/000082705419000143/a2019-03x3110k.htm,https://www.sec.gov//Archives/edgar/data/827054/000162828018006982/a2018-03x3110k.htm,https://www.sec.gov//Archives/edgar/data/827054/000082705417000098/a2017-03x3110k.htm,https://www.sec.gov//Archives/edgar/data/827054/000082705416000344/a2016-03x3110k.htm,https://www.sec.gov//Archives/edgar/data/827054/000082705415000103/a2015-03x3110k.htm,https://www.sec.gov//Archives/edgar/data/827054/000082705414000140/a2014-03x3110k.htm,https://www.sec.gov//Archives/edgar/data/827054/000082705413000171/a2013-03x3110k.htm,https://www.sec.gov//Archives/edgar/data/827054/000082705412000170/a2012-03x3110k.htm,https://www.sec.gov//Archives/edgar/data/827054/000082705411000162/form10_ka.htm,https://www.sec.gov//Archives/edgar/data/827054/000082705411000157/form10_k.htm,https://www.sec.gov//Archives/edgar/data/827054/000114036110023724/form10_k.htm,,,,,,,
MU,https://www.sec.gov//Archives/edgar/data/723125/000072312518000092/a2018q4.htm,https://www.sec.gov//Archives/edgar/data/723125/000072312517000131/a2017q4.htm,https://www.sec.gov//Archives/edgar/data/723125/000072312516000269/a2016q4.htm,https://www.sec.gov//Archives/edgar/data/723125/000072312515000112/a2015q4.htm,https://www.sec.gov//Archives/edgar/data/723125/000072312514000195/a2014q4.htm,https://www.sec.gov//Archives/edgar/data/723125/000072312513000228/a2013q4.htm,https://www.sec.gov//Archives/edgar/data/723125/000072312512000156/a2012q4.htm,https://www.sec.gov//Archives/edgar/data/723125/000072312511000189/mu-912011x10k.htm,,,,,,,,,,
MSFT,https://www.sec.gov//Archives/edgar/data/789019/000156459018019062/msft-10k_20180630.htm,https://www.sec.gov//Archives/edgar/data/789019/000156459017014900/msft-10k_20170630.htm,https://www.sec.gov//Archives/edgar/data/789019/000119312516662209/d187868d10k.htm,https://www.sec.gov//Archives/edgar/data/789019/000119312515272806/d918813d10k.htm,https://www.sec.gov//Archives/edgar/data/789019/000119312514289961/d722626d10k.htm,https://www.sec.gov//Archives/edgar/data/789019/000119312513310206/d527745d10k.htm,https://www.sec.gov//Archives/edgar/data/789019/000119312512316848/d347676d10k.htm,https://www.sec.gov//Archives/edgar/data/789019/000119312511200680/d10k.htm,https://www.sec.gov//Archives/edgar/data/789019/000119312510171791/d10k.htm,,,,,,,,,
MAA,https://www.sec.gov//Archives/edgar/data/912595/000091259519000015/maa12312018-10k.htm,https://www.sec.gov//Archives/edgar/data/912595/000091259518000011/maa12312017-10k.htm,https://www.sec.gov//Archives/edgar/data/912595/000091259517000005/maa12312016-10k.htm,https://www.sec.gov//Archives/edgar/data/912595/000091259516000032/maa12312015-10k.htm,https://www.sec.gov//Archives/edgar/data/912595/000091259515000007/maa12312014-10k.htm,https://www.sec.gov//Archives/edgar/data/912595/000091259514000003/maa12312013-10k.htm,https://www.sec.gov//Archives/edgar/data/912595/000091259513000003/maa12312012-10k.htm,https://www.sec.gov//Archives/edgar/data/912595/000114420412010851/v300889_10k.htm,https://www.sec.gov//Archives/edgar/data/912595/000114420411010787/v207790_10k.htm,,,,,,,,,
MHK,https://www.sec.gov//Archives/edgar/data/851968/000085196819000020/a4q201810kdocument-classic.htm,https://www.sec.gov//Archives/edgar/data/851968/000085196818000038/a201710kdocument.htm,https://www.sec.gov//Archives/edgar/data/851968/000085196817000020/a201610kdocument.htm,https://www.sec.gov//Archives/edgar/data/851968/000085196816000205/a201510kadocument.htm,https://www.sec.gov//Archives/edgar/data/851968/000085196816000120/a201510kdocument.htm,https://www.sec.gov//Archives/edgar/data/851968/000085196815000022/a4q201410kdocument.htm,https://www.sec.gov//Archives/edgar/data/851968/000085196814000021/a4q201310kdocument.htm,https://www.sec.gov//Archives/edgar/data/851968/000085196813000027/a201210k.htm,https://www.sec.gov//Archives/edgar/data/851968/000119312512087058/d261698d10k.htm,https://www.sec.gov//Archives/edgar/data/851968/000095012311020223/g25981e10vk.htm,,,,,,,,
TAP,https://www.sec.gov//Archives/edgar/data/24545/000002454519000007/tap2018123110-k.htm,https://www.sec.gov//Archives/edgar/data/24545/000002454518000009/tap2017123110-k.htm,https://www.sec.gov//Archives/edgar/data/24545/000002454517000005/tap2016123110-k.htm,https://www.sec.gov//Archives/edgar/data/24545/000002454516000054/tap2015123110-k.htm,https://www.sec.gov//Archives/edgar/data/24545/000002454515000004/tap2014123110-k.htm,https://www.sec.gov//Archives/edgar/data/24545/000002454514000004/tap2013123110-k.htm,https://www.sec.gov//Archives/edgar/data/24545/000002454513000005/tap2012122910-k.htm,https://www.sec.gov//Archives/edgar/data/24545/000144530512000454/tap2011123110-k.htm,https://www.sec.gov//Archives/edgar/data/24545/000104746911001088/a2202044z10-k.htm,https://www.sec.gov//Archives/edgar/data/24545/000104746910001028/a2196574z10-k.htm,,,,,,,,
MDLZ,https://www.sec.gov//ix?doc=/Archives/edgar/data/1103982/000110398219000005/mdlz10k123118document.htm,https://www.sec.gov//Archives/edgar/data/1103982/000119312518037332/d466496d10k.htm,https://www.sec.gov//Archives/edgar/data/1103982/000119312517055858/d288385d10k.htm,https://www.sec.gov//Archives/edgar/data/1103982/000119312516469394/d51394d10k.htm,https://www.sec.gov//Archives/edgar/data/1103982/000119312515055355/d840894d10k.htm,https://www.sec.gov//Archives/edgar/data/1103982/000119312514079175/d645322d10k.htm,https://www.sec.gov//Archives/edgar/data/1103982/000119312513073227/d456052d10k.htm,https://www.sec.gov//Archives/edgar/data/1103982/000119312512080318/d277353d10k.htm,https://www.sec.gov//Archives/edgar/data/1103982/000119312511048979/d10k.htm,https://www.sec.gov//Archives/edgar/data/1103982/000119312510040106/d10k.htm,,,,,,,,
MON,https://www.sec.gov//Archives/edgar/data/1110783/000111078317000187/mon-20170831x10k.htm,https://www.sec.gov//Archives/edgar/data/1110783/000111078316000532/mon-20160831x10k.htm,https://www.sec.gov//Archives/edgar/data/1110783/000111078315000230/mon-20150831x10k.htm,https://www.sec.gov//Archives/edgar/data/1110783/000111078314000215/mon-20140831x10k.htm,https://www.sec.gov//Archives/edgar/data/1110783/000111078313000205/mon-20130831x10k.htm,https://www.sec.gov//Archives/edgar/data/1110783/000119312512428583/d410012d10k.htm,https://www.sec.gov//Archives/edgar/data/1110783/000095012311101537/c66258a1e10vkza.htm,https://www.sec.gov//Archives/edgar/data/1110783/000119312511327542/d262223d10ka.htm,https://www.sec.gov//Archives/edgar/data/1110783/000095012311098240/c66258e10vk.htm,https://www.sec.gov//Archives/edgar/data/1110783/000119312511309780/d244954d10ka.htm,https://www.sec.gov//Archives/edgar/data/1110783/000095012310096537/c60329e10vk.htm,,,,,,,
MNST,https://www.sec.gov//Archives/edgar/data/865752/000110465919011581/a19-30117_110k.htm,https://www.sec.gov//Archives/edgar/data/865752/000110465918014057/a18-1123_110k.htm,https://www.sec.gov//Archives/edgar/data/865752/000110465917013048/a17-4132_110k.htm,https://www.sec.gov//Archives/edgar/data/865752/000110465916100960/a15-23471_110k.htm,https://www.sec.gov//Archives/edgar/data/865752/000110465915015731/a14-25746_110k.htm,https://www.sec.gov//Archives/edgar/data/865752/000110465914015320/a14-2841_110k.htm,https://www.sec.gov//Archives/edgar/data/865752/000110465913016713/a12-27759_110k.htm,https://www.sec.gov//Archives/edgar/data/865752/000110465912014573/a12-1309_110k.htm,https://www.sec.gov//Archives/edgar/data/865752/000110465911011438/a11-2375_110k.htm,https://www.sec.gov//Archives/edgar/data/865752/000086575208000013/e23.htm,https://www.sec.gov//Archives/edgar/data/865752/000086575206000099/e1039.htm,,,,,,,
MCO,https://www.sec.gov//Archives/edgar/data/1059556/000119312519048576/d679514d10k.htm,https://www.sec.gov//Archives/edgar/data/1059556/000119312518058986/d540752d10k.htm,https://www.sec.gov//Archives/edgar/data/1059556/000119312517054522/d330369d10k.htm,https://www.sec.gov//Archives/edgar/data/1059556/000119312516476427/d113422d10k.htm,https://www.sec.gov//Archives/edgar/data/1059556/000119312515063352/d846365d10k.htm,https://www.sec.gov//Archives/edgar/data/1059556/000119312514070371/d665999d10k.htm,https://www.sec.gov//Archives/edgar/data/1059556/000119312513074571/d447202d10k.htm,https://www.sec.gov//Archives/edgar/data/1059556/000119312512081639/d256898d10k.htm,https://www.sec.gov//Archives/edgar/data/1059556/000119312511047974/d10k.htm,https://www.sec.gov//Archives/edgar/data/1059556/000119312510043405/d10k.htm,,,,,,,,
